Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      2.88     0.00       24     0.00     0.00  std::stack<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> > >::push(AVLTree<testing, Compare>::Iterator::IteratorNodeData&&)
  0.00      2.88     0.00       23     0.00     0.00  AVLTree<testing, Compare>::Iterator::operator++()
  0.00      2.88     0.00       23     0.00     0.00  AVLTree<testing, Compare>::Iterator::operator*() const
  0.00      2.88     0.00       23     0.00     0.00  std::_Deque_iterator<AVLTree<testing, Compare>::Iterator::IteratorNodeData, AVLTree<testing, Compare>::Iterator::IteratorNodeData const&, AVLTree<testing, Compare>::Iterator::IteratorNodeData const*>::operator*() const
  0.00      2.88     0.00       23     0.00     0.00  std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::end() const
  0.00      2.88     0.00       23     0.00     0.00  std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::back() const
  0.00      2.88     0.00       23     0.00     0.00  std::stack<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> > >::top() const
  0.00      2.88     0.00       23     0.00     0.00  std::_Deque_iterator<AVLTree<testing, Compare>::Iterator::IteratorNodeData, AVLTree<testing, Compare>::Iterator::IteratorNodeData const&, AVLTree<testing, Compare>::Iterator::IteratorNodeData const*>::_Deque_iterator(std::_Deque_iterator<AVLTree<testing, Compare>::Iterator::IteratorNodeData, AVLTree<testing, Compare>::Iterator::IteratorNodeData&, AVLTree<testing, Compare>::Iterator::IteratorNodeData*> const&)
  0.00      2.88     0.00       23     0.00     0.00  std::_Deque_iterator<AVLTree<testing, Compare>::Iterator::IteratorNodeData, AVLTree<testing, Compare>::Iterator::IteratorNodeData const&, AVLTree<testing, Compare>::Iterator::IteratorNodeData const*>::operator--()
  0.00      2.88     0.00       20     0.00     0.00  std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const
  0.00      2.88     0.00       19     0.00     0.00  std::_Deque_iterator<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*&, AVLTree<testing, Compare>::Node**>::_Deque_iterator(std::_Deque_iterator<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*&, AVLTree<testing, Compare>::Node**> const&)
  0.00      2.88     0.00       18     0.00     0.00  std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::empty() const
  0.00      2.88     0.00       18     0.00     0.00  std::stack<AVLTree<testing, Compare>::Node*, std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> > >::empty() const
  0.00      2.88     0.00       18     0.00     0.00  std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::end()
  0.00      2.88     0.00       18     0.00     0.00  bool std::operator==<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*&, AVLTree<testing, Compare>::Node**>(std::_Deque_iterator<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*&, AVLTree<testing, Compare>::Node**> const&, std::_Deque_iterator<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*&, AVLTree<testing, Compare>::Node**> const&)
  0.00      2.88     0.00       17     0.00     0.00  void __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Node*>::destroy<AVLTree<testing, Compare>::Node*>(AVLTree<testing, Compare>::Node**)
  0.00      2.88     0.00       17     0.00     0.00  void __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Node*>::construct<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node* const&>(AVLTree<testing, Compare>::Node**, AVLTree<testing, Compare>::Node* const&)
  0.00      2.88     0.00       17     0.00     0.00  std::_Deque_iterator<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*&, AVLTree<testing, Compare>::Node**>::operator*() const
  0.00      2.88     0.00       17     0.00     0.00  std::_Deque_iterator<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*&, AVLTree<testing, Compare>::Node**>::operator--()
  0.00      2.88     0.00       17     0.00     0.00  void std::allocator_traits<std::allocator<AVLTree<testing, Compare>::Node*> >::destroy<AVLTree<testing, Compare>::Node*>(std::allocator<AVLTree<testing, Compare>::Node*>&, AVLTree<testing, Compare>::Node**)
  0.00      2.88     0.00       17     0.00     0.00  void std::allocator_traits<std::allocator<AVLTree<testing, Compare>::Node*> >::construct<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node* const&>(std::allocator<AVLTree<testing, Compare>::Node*>&, AVLTree<testing, Compare>::Node**, AVLTree<testing, Compare>::Node* const&)
  0.00      2.88     0.00       17     0.00     0.00  std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::back()
  0.00      2.88     0.00       17     0.00     0.00  std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::pop_back()
  0.00      2.88     0.00       17     0.00     0.00  std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::push_back(AVLTree<testing, Compare>::Node* const&)
  0.00      2.88     0.00       17     0.00     0.00  std::stack<AVLTree<testing, Compare>::Node*, std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> > >::pop()
  0.00      2.88     0.00       17     0.00     0.00  std::stack<AVLTree<testing, Compare>::Node*, std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> > >::top()
  0.00      2.88     0.00       17     0.00     0.00  std::stack<AVLTree<testing, Compare>::Node*, std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> > >::push(AVLTree<testing, Compare>::Node* const&)
  0.00      2.88     0.00       16     0.00     0.00  AVLTree<testing, Compare>::Node::Node(testing*, AVLTree<testing, Compare>::Node*)
  0.00      2.88     0.00       16     0.00     0.00  AVLTree<testing, Compare>::Node::~Node()
  0.00      2.88     0.00       16     0.00     0.00  AVLTree<testing, Compare>::insert(testing*)
  0.00      2.88     0.00       16     0.00     0.00  AVLTree<testing, Compare>::insert(testing const&)
  0.00      2.88     0.00       15     0.00     0.00  AVLTree<testing, Compare>::balanceTreeInsertion(AVLTree<testing, Compare>::Node*)
  0.00      2.88     0.00       10     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000l> >::count() const
  0.00      2.88     0.00       10     0.00     0.00  std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      2.88     0.00       10     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000l> >, std::ratio<1l, 1000000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      2.88     0.00       10     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&)
  0.00      2.88     0.00       10     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000l> >::duration<long, void>(long const&)
  0.00      2.88     0.00       10     0.00     0.00  std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&)
  0.00      2.88     0.00       10     0.00     0.00  std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      2.88     0.00        8     0.00     0.00  AVLTree<testing, Compare>::balanceTreeRemove(AVLTree<testing, Compare>::Node*)
  0.00      2.88     0.00        8     0.00     0.00  AVLTree<testing, Compare>::remove(testing const&)
  0.00      2.88     0.00        8     0.00     0.00  AVLTree<testing, Compare>::remove(testing const&, bool, AVLTree<testing, Compare>::Node*)
  0.00      2.88     0.00        8     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData*>::new_allocator()
  0.00      2.88     0.00        8     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData*>::~new_allocator()
  0.00      2.88     0.00        8     0.00     0.00  std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_M_get_Tp_allocator() const
  0.00      2.88     0.00        8     0.00     0.00  std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_M_get_map_allocator() const
  0.00      2.88     0.00        8     0.00     0.00  std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData*>::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>(std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> const&)
  0.00      2.88     0.00        8     0.00     0.00  std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData*>::~allocator()
  0.00      2.88     0.00        8     0.00     0.00  std::_Deque_iterator<AVLTree<testing, Compare>::Iterator::IteratorNodeData, AVLTree<testing, Compare>::Iterator::IteratorNodeData&, AVLTree<testing, Compare>::Iterator::IteratorNodeData*>::_M_set_node(AVLTree<testing, Compare>::Iterator::IteratorNodeData**)
  0.00      2.88     0.00        8     0.00     0.00  std::_Deque_iterator<AVLTree<testing, Compare>::Iterator::IteratorNodeData, AVLTree<testing, Compare>::Iterator::IteratorNodeData&, AVLTree<testing, Compare>::Iterator::IteratorNodeData*>::_Deque_iterator()
  0.00      2.88     0.00        7     0.00     0.00  AVLTree<testing, Compare>::getRotationType(AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*)
  0.00      2.88     0.00        7     0.00     0.00  AVLTree<testing, Compare>::Rotate(bool, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*)
  0.00      2.88     0.00        7     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      2.88     0.00        6     0.00     0.00  AVLTree<testing*, std::less<testing*> >::Node* const& std::forward<AVLTree<testing*, std::less<testing*> >::Node* const&>(std::remove_reference<AVLTree<testing*, std::less<testing*> >::Node* const&>::type&)
  0.00      2.88     0.00        5     0.00     0.00  AVLTree<testing, Compare>::RotateLL(bool, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*)
  0.00      2.88     0.00        5     0.00     0.00  std::_Deque_iterator<AVLTree<testing*, std::less<testing*> >::Node*, AVLTree<testing*, std::less<testing*> >::Node*&, AVLTree<testing*, std::less<testing*> >::Node**>::_Deque_iterator(std::_Deque_iterator<AVLTree<testing*, std::less<testing*> >::Node*, AVLTree<testing*, std::less<testing*> >::Node*&, AVLTree<testing*, std::less<testing*> >::Node**> const&)
  0.00      2.88     0.00        4     0.00     0.00  AVLTree<testing, Compare>::Iterator::Iterator(AVLTree<testing, Compare>::Node*, Compare)
  0.00      2.88     0.00        4     0.00     0.00  AVLTree<testing, Compare>::Iterator::~Iterator()
  0.00      2.88     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>::deallocate(AVLTree<testing, Compare>::Iterator::IteratorNodeData*, unsigned long)
  0.00      2.88     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>::allocate(unsigned long, void const*)
  0.00      2.88     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>::new_allocator()
  0.00      2.88     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>::~new_allocator()
  0.00      2.88     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData*>::deallocate(AVLTree<testing, Compare>::Iterator::IteratorNodeData**, unsigned long)
  0.00      2.88     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData*>::allocate(unsigned long, void const*)
  0.00      2.88     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>::max_size() const
  0.00      2.88     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData*>::max_size() const
  0.00      2.88     0.00        4     0.00     0.00  std::deque<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::empty() const
  0.00      2.88     0.00        4     0.00     0.00  std::stack<AVLTree<testing*, std::less<testing*> >::Node*, std::deque<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> > >::empty() const
  0.00      2.88     0.00        4     0.00     0.00  std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>::allocator()
  0.00      2.88     0.00        4     0.00     0.00  std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>::~allocator()
  0.00      2.88     0.00        4     0.00     0.00  std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_Deque_impl::_Deque_impl()
  0.00      2.88     0.00        4     0.00     0.00  std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_Deque_impl::~_Deque_impl()
  0.00      2.88     0.00        4     0.00     0.00  std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_M_allocate_map(unsigned long)
  0.00      2.88     0.00        4     0.00     0.00  std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_M_create_nodes(AVLTree<testing, Compare>::Iterator::IteratorNodeData**, AVLTree<testing, Compare>::Iterator::IteratorNodeData**)
  0.00      2.88     0.00        4     0.00     0.00  std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_M_allocate_node()
  0.00      2.88     0.00        4     0.00     0.00  std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_M_destroy_nodes(AVLTree<testing, Compare>::Iterator::IteratorNodeData**, AVLTree<testing, Compare>::Iterator::IteratorNodeData**)
  0.00      2.88     0.00        4     0.00     0.00  std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_M_deallocate_map(AVLTree<testing, Compare>::Iterator::IteratorNodeData**, unsigned long)
  0.00      2.88     0.00        4     0.00     0.00  std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_M_initialize_map(unsigned long)
